"biddable","startprice","condition","cellular","carrier","color","storage","productline","sold","UniqueID","noDescription","charCountDescription","upperCaseDescription","startprice_99end"
"biddable",50,"for parts or not working","Unknown","Unknown","Space Gray","Unknown","Unknown",1,11686,"no description",0,0,"not a 99 ending"
"not biddable",100,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11687,"no description",0,0,"not a 99 ending"
"biddable",1,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,11688,"contains description",14,1,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad mini",1,11689,"contains description",98,2,"99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 4",1,11690,"contains description",100,5,"99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11691,"contains description",100,5,"99 ending"
"not biddable",150,"for parts or not working","Unknown","Unknown","White","16/32/64 GB","iPad 4",0,11692,"no description",0,0,"not a 99 ending"
"biddable",224.99,"for parts or not working","Cellular","Verizon","Unknown","16/32/64 GB","iPad 4",0,11693,"contains description",93,3,"99 ending"
"biddable",15,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,11694,"no description",0,0,"not a 99 ending"
"biddable",75,"for parts or not working","Unknown","Unknown","Space Gray","16/32/64 GB","Unknown",1,11695,"no description",0,0,"not a 99 ending"
"not biddable",55,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad 1",0,11696,"no description",0,0,"not a 99 ending"
"not biddable",250,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,11697,"no description",0,0,"not a 99 ending"
"not biddable",89.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,11698,"contains description",88,10,"99 ending"
"biddable",99.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad 4",0,11699,"no description",0,0,"99 ending"
"biddable",19.99,"for parts or not working","Unknown","Unknown","Space Gray","16/32/64 GB","Unknown",0,11700,"no description",0,0,"99 ending"
"biddable",62,"for parts or not working","Unknown","Unknown","White","Unknown","iPad mini",1,11701,"no description",0,0,"not a 99 ending"
"not biddable",144.5,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad 4",1,11702,"contains description",99,4,"not a 99 ending"
"not biddable",74.95,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11703,"no description",0,0,"not a 99 ending"
"biddable",99.95,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad mini",0,11704,"no description",0,0,"not a 99 ending"
"not biddable",590,"new","Unknown","Unknown","White","16/32/64 GB","Unknown",1,11705,"no description",0,0,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 4",1,11706,"contains description",98,3,"99 ending"
"not biddable",29.99,"for parts or not working","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,11707,"contains description",55,1,"99 ending"
"biddable",0.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",1,11708,"contains description",100,5,"99 ending"
"biddable",25,"for parts or not working","Unknown","Unknown","Unknown","16/32/64 GB","Unknown",1,11709,"no description",0,0,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11710,"contains description",89,69,"99 ending"
"biddable",0.99,"for parts or not working","Unknown","Unknown","Unknown","16/32/64 GB","Unknown",1,11711,"no description",0,0,"99 ending"
"biddable",42,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad mini",0,11712,"no description",0,0,"not a 99 ending"
"biddable",150,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 3",0,11713,"contains description",80,2,"not a 99 ending"
"biddable",20,"for parts or not working","Unknown","Unknown","White","Unknown","Unknown",1,11714,"contains description",93,41,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 3",1,11715,"no description",0,0,"99 ending"
"biddable",1,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad mini",1,11716,"no description",0,0,"not a 99 ending"
"biddable",20,"for parts or not working","No cellular","None","Space Gray","16/32/64 GB","iPad mini",1,11717,"contains description",98,5,"not a 99 ending"
"biddable",100,"for parts or not working","Unknown","Unknown","Unknown","16/32/64 GB","iPad 1",0,11718,"contains description",52,2,"not a 99 ending"
"not biddable",196.79,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",0,11719,"no description",0,0,"not a 99 ending"
"not biddable",150.87,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",1,11720,"no description",0,0,"not a 99 ending"
"not biddable",36.95,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 1",1,11721,"contains description",70,10,"not a 99 ending"
"biddable",0.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",1,11722,"contains description",13,2,"99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11723,"contains description",100,5,"99 ending"
"not biddable",209.9,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 1",0,11724,"contains description",10,1,"not a 99 ending"
"not biddable",80,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad 2",1,11725,"contains description",54,2,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad mini",1,11726,"contains description",102,7,"99 ending"
"not biddable",52.99,"for parts or not working","Cellular","AT&T","Black","16/32/64 GB","iPad 1",1,11727,"contains description",55,1,"99 ending"
"not biddable",60,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad mini",0,11728,"no description",0,0,"not a 99 ending"
"biddable",0.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",1,11729,"contains description",70,4,"99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",1,11730,"contains description",100,5,"99 ending"
"not biddable",69,"for parts or not working","Unknown","Unknown","White","16/32/64 GB","Unknown",1,11731,"no description",0,0,"not a 99 ending"
"biddable",9.99,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad mini",1,11732,"contains description",101,4,"99 ending"
"not biddable",59.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad 1",0,11733,"contains description",96,3,"99 ending"
"biddable",10,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 3",1,11734,"no description",0,0,"not a 99 ending"
"not biddable",99.95,"for parts or not working","Cellular","Verizon","Unknown","16/32/64 GB","iPad 3",1,11735,"contains description",94,8,"not a 99 ending"
"biddable",0.01,"for parts or not working","No cellular","None","Space Gray","16/32/64 GB","iPad mini 2",1,11736,"no description",0,0,"not a 99 ending"
"biddable",75,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",1,11737,"contains description",78,2,"not a 99 ending"
"not biddable",36.95,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 1",1,11738,"contains description",70,10,"not a 99 ending"
"not biddable",128,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 3",0,11739,"contains description",101,2,"not a 99 ending"
"not biddable",99.99,"for parts or not working","No cellular","None","Black","Unknown","iPad mini",1,11740,"contains description",100,7,"99 ending"
"biddable",99.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11741,"no description",0,0,"99 ending"
"not biddable",100,"for parts or not working","Unknown","Unknown","White","Unknown","iPad mini",0,11742,"no description",0,0,"not a 99 ending"
"not biddable",130,"for parts or not working","No cellular","None","Space Gray","16/32/64 GB","iPad mini",0,11743,"no description",0,0,"not a 99 ending"
"biddable",0.99,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad 4",1,11744,"contains description",41,2,"99 ending"
"not biddable",99.99,"for parts or not working","Cellular","Verizon","Unknown","16/32/64 GB","iPad 3",0,11745,"contains description",87,3,"99 ending"
"biddable",155.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 4",0,11746,"no description",0,0,"99 ending"
"not biddable",119.99,"for parts or not working","Cellular","Verizon","Unknown","16/32/64 GB","iPad 2",0,11747,"no description",0,0,"99 ending"
"biddable",65,"for parts or not working","Unknown","Unknown","Black","Unknown","Unknown",0,11748,"contains description",47,2,"not a 99 ending"
"not biddable",65,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad 2",0,11749,"no description",0,0,"not a 99 ending"
"not biddable",165,"for parts or not working","Unknown","Unknown","Unknown","16/32/64 GB","iPad mini",0,11750,"contains description",100,2,"not a 99 ending"
"not biddable",66.99,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad 2",0,11751,"contains description",99,18,"99 ending"
"not biddable",199,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11752,"contains description",49,1,"99 ending"
"not biddable",55.66,"for parts or not working","Cellular","Verizon","White","16/32/64 GB","iPad 1",1,11753,"contains description",97,6,"not a 99 ending"
"not biddable",79,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad mini",0,11754,"contains description",97,5,"not a 99 ending"
"not biddable",142.49,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad 2",0,11755,"no description",0,0,"not a 99 ending"
"not biddable",85,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad 2",0,11756,"contains description",19,4,"not a 99 ending"
"biddable",99.99,"for parts or not working","Cellular","Unknown","Unknown","16/32/64 GB","iPad Air 1/2",1,11757,"no description",0,0,"99 ending"
"biddable",0.99,"for parts or not working","Cellular","Unknown","Black","16/32/64 GB","iPad 3",1,11758,"no description",0,0,"99 ending"
"not biddable",59,"for parts or not working","Unknown","Unknown","Unknown","Unknown","iPad Air 1/2",1,11759,"contains description",65,26,"not a 99 ending"
"not biddable",99.95,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad Air 1/2",0,11760,"no description",0,0,"not a 99 ending"
"not biddable",100,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",0,11761,"contains description",13,1,"not a 99 ending"
"biddable",100,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad Air 1/2",1,11762,"contains description",99,2,"not a 99 ending"
"not biddable",100,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",0,11763,"no description",0,0,"not a 99 ending"
"not biddable",91,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",1,11764,"no description",0,0,"not a 99 ending"
"biddable",500,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",0,11765,"no description",0,0,"not a 99 ending"
"biddable",45,"for parts or not working","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11766,"no description",0,0,"not a 99 ending"
"not biddable",19.99,"for parts or not working","Unknown","Unknown","Unknown","Unknown","Unknown",0,11767,"contains description",80,3,"99 ending"
"not biddable",155,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad mini 2",0,11768,"contains description",42,1,"not a 99 ending"
"biddable",25,"for parts or not working","No cellular","None","White","16/32/64 GB","Unknown",0,11769,"no description",0,0,"not a 99 ending"
"not biddable",150,"for parts or not working","Cellular","AT&T","White","16/32/64 GB","iPad 2",0,11770,"no description",0,0,"not a 99 ending"
"not biddable",415,"new","No cellular","None","White","16/32/64 GB","iPad Air 1/2",0,11771,"no description",0,0,"not a 99 ending"
"not biddable",319.99,"used","Unknown","Unknown","Space Gray","16/32/64 GB","iPad Air 1/2",0,11772,"contains description",14,2,"99 ending"
"biddable",99,"used","No cellular","None","White","16/32/64 GB","iPad mini",1,11773,"contains description",98,3,"99 ending"
"not biddable",179.95,"used","No cellular","None","Unknown","16/32/64 GB","iPad 3",0,11774,"no description",0,0,"not a 99 ending"
"not biddable",104.99,"used","Cellular","AT&T","Unknown","16/32/64 GB","iPad 1",0,11775,"contains description",99,5,"99 ending"
"biddable",275,"for parts or not working","Cellular","Unknown","Black","Unknown","iPad 1",1,11776,"contains description",86,12,"not a 99 ending"
"biddable",325,"new","Unknown","Unknown","White","16/32/64 GB","iPad mini3",0,11777,"no description",0,0,"not a 99 ending"
"biddable",9.99,"for parts or not working","Cellular","AT&T","Unknown","16/32/64 GB","iPad 3",1,11778,"contains description",92,10,"99 ending"
"not biddable",379.99,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini",0,11779,"no description",0,0,"99 ending"
"not biddable",279,"for parts or not working","No cellular","None","Black","16/32/64 GB","iPad 2",0,11780,"no description",0,0,"not a 99 ending"
"not biddable",264.99,"refurbished","No cellular","None","White","16/32/64 GB","iPad 4",0,11781,"contains description",101,78,"99 ending"
"not biddable",579.99,"new","Cellular","AT&T","Unknown","128 GB","iPad Air 1/2",0,11782,"no description",0,0,"99 ending"
"biddable",0.99,"new","No cellular","None","Unknown","16/32/64 GB","iPad mini",1,11783,"no description",0,0,"99 ending"
"not biddable",249.95,"used","No cellular","None","Unknown","16/32/64 GB","iPad 4",1,11784,"contains description",53,3,"not a 99 ending"
"biddable",19.95,"for parts or not working","No cellular","None","White","16/32/64 GB","iPad 2",1,11785,"contains description",96,5,"not a 99 ending"
"not biddable",379.99,"new","No cellular","None","White","16/32/64 GB","iPad Air 1/2",0,11786,"no description",0,0,"99 ending"
"not biddable",149.95,"used","No cellular","None","Unknown","16/32/64 GB","iPad mini 2",1,11787,"contains description",97,4,"not a 99 ending"
"not biddable",149.95,"refurbished","No cellular","None","Black","16/32/64 GB","iPad 2",0,11788,"no description",0,0,"not a 99 ending"
"not biddable",309.95,"used","Cellular","Verizon","Black","16/32/64 GB","iPad mini3",0,11789,"no description",0,0,"not a 99 ending"
"not biddable",324.9,"new","Cellular","AT&T","Black","16/32/64 GB","iPad 4",0,11790,"contains description",96,5,"not a 99 ending"
"biddable",349.99,"new","No cellular","None","White","16/32/64 GB","iPad Air 1/2",1,11791,"no description",0,0,"99 ending"
